,Description,Genre
6307,"The film is set in Hong Kong before its handover to China in 1997, when the city’s booming economy inadvertently attracts three infamous criminals from Mainland China to cross the border and make their fortune in Hong Kong. Although unknown to one another, their notoriety has bred the rumor that the triumvirate will join forces to stage a shocking heist together, so much so that the criminals themselves get wind of it and are tempted to do just that.",Crime
6308,"The wife of Nasim, an Afghan immigrant in Iran, is gravely ill. He needs money to pay for her care, but his day labor digging wells does not pay enough. A friend connects Nasim to a two-bit promoter who sells tickets to watch Nasim ride a bicycle continuously for a week. The promoter brings in sick and aged spectators, haranguing them to find hope in Nasim's strength. Aided by his son, who feeds him as he rides, Nasim grinds out the days and shivering nights. Local officials believe this may be a plot and Nasim may be a spy; they try to sabotage him as do those who bet he won't finish the week. Will desperation alone get Nasim the money? Is any triumph an illusion?",Non Crime
6309,"Jerry, a misfit Mafia henchman, is assigned the low-level job of keeping an eye on Gino, a shoe repairman fingered by the Mob to confess to a murder he didn't commit. But Gino's mistaken for a Mafia boss, and the two are suddenly catapulted to the highest levels of mobster status. Only friendship will see them through this dangerous adventure alive!",Crime
6310,"Tiffany, Charlie and Vernon are con artists looking to up the ante from their typical scams. They figure a good way of doing this is taking down Dean ""The Dean"" Stevens, a well-known cardsharp, in a rigged game. However, they first need enough money to enter a game with Stevens, so they decide to strike a deal with fellow crook Larry Jennings to scam a local gangster -- which turns out to be a bad idea.",Crime
6311,"Most everyone in town thinks that Sheriff Calder is merely a puppet of rich oil-man Val Rogers. When it is learned that local baddie Bubber Reeves has escaped prison, Rogers' son is concerned because he is having an affair with Reeves' wife. It seems many others in town feel they may have reasons to fear Reeves. Calder's aim is to bring Reeves in alive, unharmed. Calder will have to oppose the powerful Rogers on one hand and mob violence on the other, in his quest for justice.",Crime
6312,"Finding love is never easy. For Ravi Patel, a first generation Indian-American, the odds are slim. His ideal bride is beautiful, smart, funny, family-oriented, kind and—in keeping with tradition—Indian (though hopefully raised in the US). Oh, and her last name should be Patel because in India, Patels usually marry other Patels. And so at 30, Ravi decides to break up with his American girlfriend (the one who by all accounts is perfect for him except for her red hair and American name) and embark on a worldwide search for another Patel longing to be loved. He enlists the help of his matchmaker mother, attends a convention of Patels living in the US and travels to wedding season in India. Witty, honest and heartfelt, this comedy explores the questions with which we all struggle: What is love? What is happiness? And how in the world do we go about finding them?",Non Crime
6313,"London high-society mouse, Roddy is flushed down the toilet by Sid, a common sewer rat. Hang on for a madcap adventure deep in the sewer bowels of Ratropolis, where Roddy meets the resourceful Rita, the rodent-hating Toad and his faithful thugs, Spike and Whitey.",Non Crime
6314,"This film is about a hyper-vigilant employee of the department of public safety who, while training his young female replacement, has to track down a missing girl who he is convinced is connected to a paroled sex offender he is investigating.",Crime
6315,A 17th-century French pirate (Sterling Hayden) sides with an English noblewoman (Rhonda Fleming) who's posing as a pirate.,Non Crime
6316,"Tom Ludlow is a disillusioned L.A. Police Officer, rarely playing by the rules and haunted by the death of his wife. When evidence implicates him in the execution of a fellow officer, he is forced to go up against the cop culture he's been a part of his entire career, ultimately leading him to question the loyalties of everyone around him.",Crime
6317,A pistol-packing teen meets an unstable rebel and a cocaine-snorting drifter as she hitchhikes her way out West.,Non Crime
6318,"An elderly countess strikes a bargain with the devil and exchanges her soul for the ability to always win at cards. An army officer, who is also a fanatic about cards, murders her for the secret, then finds himself haunted by the woman's spirit.",Non Crime
6319,"Elizabeth is losing her sight, so while her lover go into hiding, she checks in to the hospital for extensive surgery to recover her eyesight. There she is treated by a handsome young doctor, Ben Hellack (Dennis Morgan). As expected not only the doctor successfully open her eyes, he also opened her heart for him.",Crime
6320,In UC 0093 the Federation has recovered from its defeat and has created a new anti-colonial special forces unit to deal with rebel forces: Londo Bell. Elsewhere in space Char Aznable re-appears out of self imposed hiding with a declaration that he now commands his own Neo-Zeon movementand intends to force the emigration of Earth's inhabitants to space by bringing about an apocalypse.,Non Crime
